0.0000000e+00 3.153590e-08 1.000000e+00 2.700000e+00 2.700000e+00
1.0000000e-02 1.721047e-05 9.999828e-01 2.703570e+00 2.703810e+00
2.0000000e-02 5.656062e-05 9.999434e-01 2.712061e+00 2.712541e+00
3.0000000e-02 1.114610e-04 9.998885e-01 2.724123e+00 2.724842e+00
4.0000000e-02 1.783036e-04 9.998217e-01 2.739021e+00 2.739981e+00
5.0000000e-02 2.543644e-04 9.997457e-01 2.756185e+00 2.757384e+00
6.0000000e-02 3.374364e-04 9.996626e-01 2.775134e+00 2.776574e+00
7.0000000e-02 4.256919e-04 9.995744e-01 2.795459e+00 2.797138e+00
8.0000000e-02 5.176064e-04 9.994825e-01 2.816804e+00 2.818723e+00
9.0000000e-02 6.119069e-04 9.993883e-01 2.838867e+00 2.841026e+00
1.0000000e-01 7.075309e-04 9.992927e-01 2.861388e+00 2.863787e+00
1.1000000e-01 8.035952e-04 9.991967e-01 2.884147e+00 2.886786e+00
1.2000000e-01 8.993689e-04 9.991010e-01 2.906956e+00 2.909835e+00
1.3000000e-01 9.942511e-04 9.990062e-01 2.929660e+00 2.932779e+00
1.4000000e-01 1.087753e-03 9.989128e-01 2.952128e+00 2.955486e+00
1.5000000e-01 1.179481e-03 9.988212e-01 2.974253e+00 2.977851e+00
1.6000000e-01 1.269125e-03 9.987317e-01 2.995947e+00 2.999785e+00
1.7000000e-01 1.356442e-03 9.986445e-01 3.017143e+00 3.021220e+00
1.8000000e-01 1.441252e-03 9.985598e-01 3.037785e+00 3.042102e+00
1.9000000e-01 1.523425e-03 9.984777e-01 3.057833e+00 3.062390e+00
2.0000000e-01 1.602872e-03 9.983984e-01 3.077257e+00 3.082054e+00
2.1000000e-01 1.679544e-03 9.983219e-01 3.096039e+00 3.101075e+00
2.2000000e-01 1.753419e-03 9.982481e-01 3.114165e+00 3.119442e+00
2.3000000e-01 1.824501e-03 9.981772e-01 3.131632e+00 3.137148e+00
2.4000000e-01 1.892815e-03 9.981090e-01 3.148440e+00 3.154196e+00
2.5000000e-01 1.958402e-03 9.980435e-01 3.164595e+00 3.170591e+00
2.6000000e-01 2.021316e-03 9.979807e-01 3.180107e+00 3.186342e+00
2.7000000e-01 2.081623e-03 9.979205e-01 3.194987e+00 3.201462e+00
2.8000000e-01 2.139395e-03 9.978629e-01 3.209251e+00 3.215965e+00
2.9000000e-01 2.194712e-03 9.978077e-01 3.222916e+00 3.229870e+00
3.0000000e-01 2.247655e-03 9.977549e-01 3.236000e+00 3.243193e+00
3.1000000e-01 2.298311e-03 9.977043e-01 3.248522e+00 3.255955e+00
3.2000000e-01 2.346767e-03 9.976560e-01 3.260501e+00 3.268174e+00
3.3000000e-01 2.393110e-03 9.976098e-01 3.271959e+00 3.279872e+00
3.4000000e-01 2.437427e-03 9.975655e-01 3.282916e+00 3.291068e+00
3.5000000e-01 2.479805e-03 9.975233e-01 3.293392e+00 3.301783e+00
3.6000000e-01 2.520328e-03 9.974828e-01 3.303406e+00 3.312037e+00
3.7000000e-01 2.559080e-03 9.974442e-01 3.312979e+00 3.321850e+00
3.8000000e-01 2.596139e-03 9.974072e-01 3.322130e+00 3.331241e+00
3.9000000e-01 2.631586e-03 9.973719e-01 3.330879e+00 3.340228e+00
4.0000000e-01 2.665493e-03 9.973381e-01 3.339242e+00 3.348831e+00
4.1000000e-01 2.697935e-03 9.973057e-01 3.347238e+00 3.357067e+00
4.2000000e-01 2.728981e-03 9.972747e-01 3.354884e+00 3.364952e+00
4.3000000e-01 2.758697e-03 9.972451e-01 3.362196e+00 3.372503e+00
4.4000000e-01 2.787147e-03 9.972167e-01 3.369189e+00 3.379737e+00
4.5000000e-01 2.814393e-03 9.971896e-01 3.375880e+00 3.386667e+00
4.6000000e-01 2.840492e-03 9.971635e-01 3.382282e+00 3.393308e+00
4.7000000e-01 2.865501e-03 9.971386e-01 3.388409e+00 3.399674e+00
4.8000000e-01 2.889471e-03 9.971147e-01 3.394274e+00 3.405779e+00
4.9000000e-01 2.912454e-03 9.970918e-01 3.399889e+00 3.411634e+00
5.0000000e-01 2.934496e-03 9.970698e-01 3.405267e+00 3.417251e+00
5.1000000e-01 2.955643e-03 9.970487e-01 3.410419e+00 3.422642e+00
5.2000000e-01 2.975940e-03 9.970285e-01 3.415355e+00 3.427818e+00
5.3000000e-01 2.995425e-03 9.970091e-01 3.420086e+00 3.432788e+00
5.4000000e-01 3.014139e-03 9.969904e-01 3.424622e+00 3.437563e+00
5.5000000e-01 3.032118e-03 9.969725e-01 3.428971e+00 3.442152e+00
5.6000000e-01 3.049397e-03 9.969552e-01 3.433143e+00 3.446563e+00
5.7000000e-01 3.066010e-03 9.969387e-01 3.437145e+00 3.450805e+00
5.8000000e-01 3.081986e-03 9.969228e-01 3.440987e+00 3.454886e+00
